,,,,total,total,total,fatal,fatal,fatal
vax_name,,,,astra,moderna,pfizer,astra,moderna,pfizer
name0,name1,reaction name,level,,,,,,
Eye disorders,"Retinal structural change, deposit and degeneration",Retinal degeneration,3,1.0,,1.0,0.0,,0.0
Eye disorders,"Retinal structural change, deposit and degeneration",Retinal deposits,3,,1.0,,,0.0,
Eye disorders,"Retinal structural change, deposit and degeneration",Retinal detachment,3,31.0,1.0,9.0,0.0,0.0,0.0
Eye disorders,"Retinal structural change, deposit and degeneration",Retinal drusen,3,1.0,,,0.0,,
Eye disorders,"Retinal structural change, deposit and degeneration",Retinal tear,3,21.0,,4.0,0.0,,0.0
Eye disorders,"Retinal structural change, deposit and degeneration",Retinal toxicity,3,5.0,,3.0,0.0,,0.0
Eye disorders,"Retinal structural change, deposit and degeneration",Vitreoretinal traction syndrome,3,1.0,,,0.0,,
Eye disorders,"Retinal, choroid and vitreous infections and inflammations",Birdshot chorioretinopathy,3,,,2.0,,,0.0
Eye disorders,"Retinal, choroid and vitreous infections and inflammations",Choroiditis,3,,,1.0,,,0.0
Eye disorders,"Retinal, choroid and vitreous infections and inflammations",Cystoid macular oedema,3,1.0,,1.0,0.0,,0.0
Eye disorders,"Retinal, choroid and vitreous infections and inflammations",Macular oedema,3,8.0,,8.0,0.0,,0.0
Eye disorders,"Retinal, choroid and vitreous infections and inflammations",Retinal occlusive vasculitis,3,1.0,,,0.0,,
Eye disorders,"Retinal, choroid and vitreous infections and inflammations",Retinal oedema,3,3.0,1.0,2.0,0.0,0.0,0.0
Eye disorders,"Retinal, choroid and vitreous infections and inflammations",Retinal vasculitis,3,1.0,,3.0,0.0,,0.0
Eye disorders,Retinopathies NEC,Acute macular neuroretinopathy,3,6.0,1.0,3.0,0.0,0.0,0.0
Eye disorders,Retinopathies NEC,Central serous chorioretinopathy,3,1.0,4.0,9.0,0.0,0.0,0.0
Eye disorders,Retinopathies NEC,Diabetic retinopathy,3,3.0,,1.0,0.0,,0.0
Eye disorders,Retinopathies NEC,Retinal exudates,3,17.0,,3.0,0.0,,0.0
Eye disorders,Retinopathies NEC,Retinal white dots syndrome,3,1.0,,,0.0,,
Eye disorders,Retinopathies NEC,Retinopathy,3,8.0,,4.0,0.0,,0.0
Eye disorders,Retinopathies NEC,Serous retinopathy,3,1.0,1.0,,0.0,0.0,
Eye disorders,"Scleral infections, irritations and inflammations",Episcleritis,3,22.0,6.0,9.0,0.0,0.0,0.0
Eye disorders,"Scleral infections, irritations and inflammations",Scleritis,3,14.0,1.0,6.0,0.0,0.0,0.0
Eye disorders,"Scleral structural change, deposit and degeneration",Scleral discolouration,3,1.0,,2.0,0.0,,0.0
Eye disorders,"Scleral structural change, deposit and degeneration",Scleral disorder,3,,1.0,,,0.0,
Eye disorders,"Structural change, deposit and degeneration of eye NEC",Deposit eye,3,1.0,,,0.0,,
Eye disorders,"Structural change, deposit and degeneration of eye NEC",Endocrine ophthalmopathy,3,6.0,,2.0,0.0,,0.0
Eye disorders,"Structural change, deposit and degeneration of eye NEC",Exophthalmos,3,,2.0,4.0,,0.0,0.0
Eye disorders,Visual colour distortions,Chloropsia,3,2.0,,2.0,0.0,,0.0
Eye disorders,Visual colour distortions,Chromatopsia,3,1.0,,1.0,0.0,,0.0
Eye disorders,Visual colour distortions,Cyanopsia,3,3.0,2.0,5.0,0.0,0.0,0.0
Eye disorders,Visual colour distortions,Erythropsia,3,7.0,,2.0,0.0,,0.0
Eye disorders,Visual colour distortions,Xanthopsia,3,9.0,2.0,1.0,0.0,0.0,0.0
Eye disorders,Visual disorders NEC,Charles Bonnet syndrome,3,1.0,,2.0,0.0,,0.0
Eye disorders,Visual disorders NEC,Delayed dark adaptation,3,1.0,,,0.0,,
Eye disorders,Visual disorders NEC,Diplopia,3,376.0,43.0,200.0,0.0,0.0,0.0
Eye disorders,Visual disorders NEC,Dysmetropsia,3,1.0,,1.0,0.0,,0.0
Eye disorders,Visual disorders NEC,Glare,3,,,1.0,,,0.0
Eye disorders,Visual disorders NEC,Halo vision,3,13.0,6.0,12.0,0.0,0.0,0.0
Eye disorders,Visual disorders NEC,Heteronymous diplopia,3,,,1.0,,,0.0
Eye disorders,Visual disorders NEC,Metamorphopsia,3,42.0,5.0,26.0,0.0,0.0,0.0
Eye disorders,Visual disorders NEC,Oscillopsia,3,1.0,,3.0,0.0,,0.0
Eye disorders,Visual disorders NEC,Photopsia,3,349.0,38.0,173.0,0.0,0.0,0.0
Eye disorders,Visual disorders NEC,Scintillating scotoma,3,10.0,1.0,,0.0,0.0,
Eye disorders,Visual disorders NEC,Vision blurred,3,3173.0,363.0,,0.0,0.0,
Eye disorders,Visual disorders NEC,Visual brightness,3,10.0,1.0,,0.0,0.0,
Eye disorders,Visual disorders NEC,Visual snow syndrome,3,6.0,,,0.0,,
Eye disorders,Visual field disorders,Visual field defect,3,47.0,5.0,43.0,0.0,0.0,0.0
Eye disorders,Visual impairment and blindness (excl colour blindness),Amaurosis,3,1.0,,,0.0,,
Eye disorders,Visual impairment and blindness (excl colour blindness),Amaurosis fugax,3,10.0,2.0,4.0,0.0,0.0,0.0
Eye disorders,Visual impairment and blindness (excl colour blindness),Blindness,3,330.0,46.0,179.0,0.0,0.0,0.0
Eye disorders,Visual impairment and blindness (excl colour blindness),Blindness cortical,3,1.0,,1.0,0.0,,0.0
Eye disorders,Visual impairment and blindness (excl colour blindness),Blindness day,3,1.0,,,0.0,,
Eye disorders,Visual impairment and blindness (excl colour blindness),Blindness transient,3,30.0,9.0,23.0,0.0,0.0,0.0
Eye disorders,Visual impairment and blindness (excl colour blindness),Blindness unilateral,3,51.0,4.0,21.0,0.0,0.0,0.0
Eye disorders,Visual impairment and blindness (excl colour blindness),Central vision loss,3,3.0,,6.0,0.0,,0.0
Eye disorders,Visual impairment and blindness (excl colour blindness),Night blindness,3,6.0,1.0,,0.0,0.0,
Eye disorders,Visual impairment and blindness (excl colour blindness),Sudden visual loss,3,5.0,,5.0,0.0,,0.0
Eye disorders,Visual impairment and blindness (excl colour blindness),Visual acuity reduced,3,40.0,3.0,31.0,0.0,0.0,0.0
Eye disorders,Visual impairment and blindness (excl colour blindness),Visual acuity reduced transiently,3,1.0,,1.0,0.0,,0.0
Eye disorders,Visual impairment and blindness (excl colour blindness),Visual impairment,3,851.0,90.0,497.0,0.0,0.0,0.0
Eye disorders,Visual pathway disorders,Optic nerve compression,3,2.0,,,0.0,,
Eye disorders,Visual pathway disorders,Optic nerve disorder,3,5.0,,1.0,0.0,,0.0
Eye disorders,Visual pathway disorders,Optic neuropathy,3,11.0,,,0.0,,
Gastrointestinal disorders,Abdominal findings abnormal,Abdominal mass,3,4.0,,2.0,0.0,,0.0
Gastrointestinal disorders,Abdominal findings abnormal,Gastrointestinal sounds abnormal,3,27.0,1.0,18.0,0.0,0.0,0.0
Gastrointestinal disorders,Abdominal hernias NEC,Abdominal hernia,3,1.0,,2.0,0.0,,0.0
Gastrointestinal disorders,Abdominal hernias NEC,Internal hernia,3,1.0,,,0.0,,
Gastrointestinal disorders,Abdominal wall conditions NEC,Abdominal wall haematoma,3,,,2.0,,,0.0
Gastrointestinal disorders,Acute and chronic pancreatitis,Alcoholic pancreatitis,3,,,1.0,,,0.0
Gastrointestinal disorders,Acute and chronic pancreatitis,Autoimmune pancreatitis,3,,,1.0,,,0.0
Gastrointestinal disorders,Acute and chronic pancreatitis,Obstructive pancreatitis,3,1.0,,1.0,1.0,,0.0
Gastrointestinal disorders,Acute and chronic pancreatitis,Pancreatitis,3,45.0,4.0,20.0,2.0,0.0,0.0
Gastrointestinal disorders,Acute and chronic pancreatitis,Pancreatitis acute,3,21.0,1.0,18.0,0.0,0.0,1.0
Gastrointestinal disorders,Acute and chronic pancreatitis,Pancreatitis chronic,3,1.0,,1.0,0.0,,0.0
Gastrointestinal disorders,Acute and chronic pancreatitis,Pancreatitis necrotising,3,2.0,,3.0,0.0,,0.0
Gastrointestinal disorders,Anal and rectal disorders NEC,Anal fissure,3,2.0,,2.0,0.0,,0.0
Gastrointestinal disorders,Anal and rectal disorders NEC,Anal sphincter atony,3,,1.0,1.0,,0.0,0.0
Gastrointestinal disorders,Anal and rectal disorders NEC,Rectal prolapse,3,,,1.0,,,0.0
Gastrointestinal disorders,Anal and rectal pains,Proctalgia,3,29.0,10.0,16.0,0.0,0.0,0.0
Gastrointestinal disorders,Anal and rectal signs and symptoms,Anal blister,3,2.0,,1.0,0.0,,0.0
Gastrointestinal disorders,Anal and rectal signs and symptoms,Anal eczema,3,,,1.0,,,0.0
Gastrointestinal disorders,Anal and rectal signs and symptoms,Anal erythema,3,,,1.0,,,0.0
Gastrointestinal disorders,Anal and rectal signs and symptoms,Anal hypoaesthesia,3,7.0,,2.0,0.0,,0.0
Gastrointestinal disorders,Anal and rectal signs and symptoms,Anal inflammation,3,2.0,,,0.0,,
Gastrointestinal disorders,Anal and rectal signs and symptoms,Anal paraesthesia,3,2.0,,,0.0,,
Gastrointestinal disorders,Anal and rectal signs and symptoms,Anal pruritus,3,8.0,2.0,2.0,0.0,0.0,0.0
Gastrointestinal disorders,Anal and rectal signs and symptoms,Anal rash,3,1.0,1.0,1.0,0.0,0.0,0.0
Gastrointestinal disorders,Anal and rectal signs and symptoms,Anal spasm,3,1.0,,1.0,0.0,,0.0
Gastrointestinal disorders,Anal and rectal signs and symptoms,Anorectal discomfort,3,12.0,1.0,5.0,0.0,0.0,0.0
Gastrointestinal disorders,Anal and rectal signs and symptoms,Anorectal swelling,3,1.0,,1.0,0.0,,0.0
Gastrointestinal disorders,Anal and rectal signs and symptoms,Rectal discharge,3,2.0,,2.0,0.0,,0.0
Gastrointestinal disorders,Anal and rectal signs and symptoms,Rectal spasm,3,2.0,,1.0,0.0,,0.0
Gastrointestinal disorders,Anal and rectal signs and symptoms,Rectal tenesmus,3,2.0,,1.0,0.0,,0.0
Gastrointestinal disorders,Anal and rectal ulcers and perforation,Anal ulcer,3,2.0,,1.0,0.0,,0.0
Gastrointestinal disorders,Benign oral cavity neoplasms,Mouth cyst,3,15.0,,6.0,0.0,,0.0
Gastrointestinal disorders,Benign oral cavity neoplasms,Tongue cyst,3,5.0,,4.0,0.0,,0.0
Gastrointestinal disorders,Benign oral cavity neoplasms,Tongue polyp,3,2.0,,2.0,0.0,,0.0
Gastrointestinal disorders,Colitis (excl infective),Autoimmune colitis,3,5.0,,2.0,0.0,,0.0
Gastrointestinal disorders,Colitis (excl infective),Colitis,3,64.0,6.0,62.0,0.0,0.0,1.0
Gastrointestinal disorders,Colitis (excl infective),Colitis ischaemic,3,8.0,1.0,1.0,1.0,0.0,0.0
Gastrointestinal disorders,Colitis (excl infective),Colitis microscopic,3,6.0,,4.0,0.0,,0.0
Gastrointestinal disorders,Colitis (excl infective),Colitis ulcerative,3,118.0,10.0,85.0,0.0,0.0,0.0
Gastrointestinal disorders,Colitis (excl infective),Crohn's disease,3,109.0,8.0,54.0,0.0,0.0,0.0
Gastrointestinal disorders,Colitis (excl infective),Eosinophilic colitis,3,,,1.0,,,0.0
Gastrointestinal disorders,Colitis (excl infective),Inflammatory bowel disease,3,16.0,8.0,13.0,0.0,0.0,0.0
Gastrointestinal disorders,Colitis (excl infective),Terminal ileitis,3,1.0,,,0.0,,
Gastrointestinal disorders,Cystic pancreatic disorders,Pancreatic cyst,3,1.0,,,0.0,,
Gastrointestinal disorders,Cystic pancreatic disorders,Pancreatic pseudocyst,3,1.0,,,0.0,,
Gastrointestinal disorders,Dental and periodontal infections and inflammations,Dental caries,3,8.0,1.0,2.0,0.0,0.0,0.0
Gastrointestinal disorders,Dental and periodontal infections and inflammations,Periodontal inflammation,3,,,1.0,,,0.0
Gastrointestinal disorders,Dental developmental disorders and anomalies,Tooth impacted,3,1.0,,,0.0,,
Gastrointestinal disorders,Dental disorders NEC,Diastema,3,1.0,,,0.0,,
Gastrointestinal disorders,Dental disorders NEC,Loose tooth,3,,1.0,5.0,,0.0,0.0
Gastrointestinal disorders,Dental disorders NEC,Malpositioned teeth,3,,,2.0,,,0.0
Gastrointestinal disorders,Dental disorders NEC,Periodontal disease,3,,,1.0,,,0.0
Gastrointestinal disorders,Dental disorders NEC,Teeth brittle,3,,,3.0,,,0.0
Gastrointestinal disorders,Dental disorders NEC,Teething,3,,2.0,9.0,,0.0,0.0
Gastrointestinal disorders,Dental disorders NEC,Tooth disorder,3,,1.0,2.0,,0.0,0.0
Gastrointestinal disorders,Dental disorders NEC,Tooth erosion,3,,,1.0,,,0.0
Gastrointestinal disorders,Dental disorders NEC,Tooth socket haemorrhage,3,,,1.0,,,0.0
Gastrointestinal disorders,Dental pain and sensation disorders,Dental discomfort,3,12.0,2.0,7.0,0.0,0.0,0.0
Gastrointestinal disorders,Dental pain and sensation disorders,Dental paraesthesia,3,18.0,6.0,16.0,0.0,0.0,0.0
Gastrointestinal disorders,Dental pain and sensation disorders,Hyperaesthesia teeth,3,68.0,9.0,39.0,0.0,0.0,0.0
Gastrointestinal disorders,Dental pain and sensation disorders,Hypoaesthesia teeth,3,2.0,,,0.0,,
Gastrointestinal disorders,Dental pain and sensation disorders,Toothache,3,349.0,45.0,203.0,0.0,0.0,0.0
Gastrointestinal disorders,Dental pulp disorders,Dental pulp disorder,3,2.0,1.0,,0.0,0.0,
Gastrointestinal disorders,Dental surface disorders,Tooth discolouration,3,19.0,,10.0,0.0,,0.0
Gastrointestinal disorders,Diaphragmatic hernias,Hiatus hernia,3,21.0,2.0,9.0,0.0,0.0,0.0
Gastrointestinal disorders,Diarrhoea (excl infective),Diarrhoea,3,9057.0,1606.0,6306.0,0.0,0.0,0.0
Gastrointestinal disorders,Diarrhoea (excl infective),Diarrhoea haemorrhagic,3,34.0,8.0,29.0,0.0,0.0,0.0
Gastrointestinal disorders,Diverticula,Diverticulum,3,12.0,1.0,7.0,0.0,0.0,0.0
Gastrointestinal disorders,Diverticula,Diverticulum intestinal,3,1.0,,1.0,0.0,,0.0
Gastrointestinal disorders,Duodenal and small intestinal stenosis and obstruction,Small intestinal obstruction,3,1.0,,4.0,0.0,,0.0
Gastrointestinal disorders,Duodenal and small intestinal stenosis and obstruction,Superior mesenteric artery syndrome,3,1.0,,,0.0,,
Gastrointestinal disorders,Duodenal ulcers and perforation,Duodenal ulcer,3,2.0,1.0,1.0,0.0,0.0,0.0
Gastrointestinal disorders,Duodenal ulcers and perforation,Duodenal ulcer haemorrhage,3,2.0,,1.0,1.0,,0.0
Gastrointestinal disorders,Duodenal ulcers and perforation,Duodenal ulcer perforation,3,,,3.0,,,0.0
Gastrointestinal disorders,Dyspeptic signs and symptoms,Dyspepsia,3,923.0,184.0,564.0,0.0,0.0,0.0
Gastrointestinal disorders,Dyspeptic signs and symptoms,Epigastric discomfort,3,20.0,5.0,15.0,0.0,0.0,0.0
Gastrointestinal disorders,Dyspeptic signs and symptoms,Eructation,3,112.0,25.0,67.0,0.0,0.0,0.0
Gastrointestinal disorders,Faecal abnormalities NEC,Abnormal faeces,3,27.0,1.0,23.0,0.0,0.0,0.0
Gastrointestinal disorders,Faecal abnormalities NEC,Faecaloma,3,5.0,,7.0,0.0,,0.0
Gastrointestinal disorders,Faecal abnormalities NEC,Faeces discoloured,3,57.0,10.0,63.0,0.0,0.0,0.0
Gastrointestinal disorders,Faecal abnormalities NEC,Faeces hard,3,4.0,1.0,3.0,0.0,0.0,0.0
Gastrointestinal disorders,Faecal abnormalities NEC,Faeces pale,3,8.0,,5.0,0.0,,0.0
Gastrointestinal disorders,Faecal abnormalities NEC,Faeces soft,3,23.0,1.0,13.0,0.0,0.0,0.0
Gastrointestinal disorders,Faecal abnormalities NEC,Mucous stools,3,16.0,2.0,12.0,0.0,0.0,0.0
Gastrointestinal disorders,"Flatulence, bloating and distension",Abdominal distension,3,750.0,97.0,618.0,0.0,0.0,0.0
Gastrointestinal disorders,"Flatulence, bloating and distension",Aerophagia,3,2.0,,3.0,0.0,,0.0
Gastrointestinal disorders,"Flatulence, bloating and distension",Flatulence,3,414.0,,208.0,0.0,,0.0
Gastrointestinal disorders,Gastric and oesophageal haemorrhages,Gastric haemorrhage,3,16.0,1.0,5.0,1.0,0.0,1.0
Gastrointestinal disorders,Gastric and oesophageal haemorrhages,Mallory-Weiss syndrome,3,,,1.0,,,0.0
Gastrointestinal disorders,Gastric and oesophageal haemorrhages,Oesophageal varices haemorrhage,3,,,1.0,,,0.0
Gastrointestinal disorders,Gastric ulcers and perforation,Gastric perforation,3,,,1.0,,,0.0
Gastrointestinal disorders,Gastric ulcers and perforation,Gastric ulcer,3,14.0,2.0,,0.0,0.0,
Gastrointestinal disorders,Gastric ulcers and perforation,Gastric ulcer haemorrhage,3,1.0,,,0.0,,
Gastrointestinal disorders,Gastric ulcers and perforation,Gastric ulcer perforation,3,1.0,,,0.0,,
Gastrointestinal disorders,Gastric ulcers and perforation,Gastritis erosive,3,,1.0,,,0.0,
Gastrointestinal disorders,Gastritis (excl infective),Chronic gastritis,3,,,4.0,,,0.0
Gastrointestinal disorders,Gastritis (excl infective),Gastritis,3,,12.0,74.0,,0.0,0.0
Gastrointestinal disorders,Gastritis (excl infective),Reflux gastritis,3,,1.0,9.0,,0.0,0.0
Gastrointestinal disorders,Gastrointestinal and abdominal pains (excl oral and throat),Abdominal migraine,3,3.0,,2.0,0.0,,0.0
Gastrointestinal disorders,Gastrointestinal and abdominal pains (excl oral and throat),Abdominal pain,3,4643.0,406.0,1742.0,1.0,0.0,0.0
Gastrointestinal disorders,Gastrointestinal and abdominal pains (excl oral and throat),Abdominal pain lower,3,273.0,29.0,159.0,0.0,0.0,0.0
Gastrointestinal disorders,Gastrointestinal and abdominal pains (excl oral and throat),Abdominal pain upper,3,5381.0,1116.0,2891.0,0.0,1.0,0.0
Gastrointestinal disorders,Gastrointestinal and abdominal pains (excl oral and throat),Abdominal rigidity,3,64.0,6.0,27.0,0.0,0.0,0.0
Gastrointestinal disorders,Gastrointestinal and abdominal pains (excl oral and throat),Abdominal tenderness,3,25.0,5.0,15.0,0.0,0.0,0.0
Gastrointestinal disorders,Gastrointestinal and abdominal pains (excl oral and throat),Gastrointestinal pain,3,336.0,54.0,175.0,0.0,0.0,0.0
Gastrointestinal disorders,Gastrointestinal and abdominal pains (excl oral and throat),Oesophageal pain,3,11.0,1.0,14.0,0.0,0.0,0.0
Gastrointestinal disorders,Gastrointestinal atonic and hypomotility disorders NEC,Constipation,3,527.0,51.0,291.0,0.0,0.0,0.0
Gastrointestinal disorders,Gastrointestinal atonic and hypomotility disorders NEC,Duodenogastric reflux,3,5.0,,5.0,0.0,,0.0
Gastrointestinal disorders,Gastrointestinal atonic and hypomotility disorders NEC,Gastric dilatation,3,18.0,3.0,8.0,0.0,0.0,0.0
Gastrointestinal disorders,Gastrointestinal atonic and hypomotility disorders NEC,Gastrooesophageal reflux disease,3,253.0,43.0,210.0,0.0,0.0,0.0
Gastrointestinal disorders,Gastrointestinal atonic and hypomotility disorders NEC,Impaired gastric emptying,3,9.0,,10.0,0.0,,0.0
Gastrointestinal disorders,Gastrointestinal atonic and hypomotility disorders NEC,Infrequent bowel movements,3,3.0,,3.0,0.0,,0.0
Gastrointestinal disorders,Gastrointestinal atonic and hypomotility disorders NEC,Intestinal dilatation,3,4.0,,1.0,0.0,,0.0
Gastrointestinal disorders,Gastrointestinal atonic and hypomotility disorders NEC,Intestinal pseudo-obstruction,3,,,2.0,,,0.0
Gastrointestinal disorders,Gastrointestinal atonic and hypomotility disorders NEC,Oesophageal hypomotility,3,1.0,,,0.0,,
Gastrointestinal disorders,Gastrointestinal disorGdaesrtsrointestinal disorders cont'd,Abdominal symptom,3,,,2.0,,,0.0
Gastrointestinal disorders,Gastrointestinal disorGdaesrtsrointestinal disorders cont'd,Acute abdomen,3,,,8.0,,,0.0
Gastrointestinal disorders,Gastrointestinal disorGdaesrtsrointestinal disorders cont'd,Anal haemorrhage,3,,,24.0,,,1.0
Gastrointestinal disorders,Gastrointestinal disorGdaesrtsrointestinal disorders cont'd,Anal incontinence,3,,,27.0,,,0.0
Gastrointestinal disorders,Gastrointestinal disorGdaesrtsrointestinal disorders cont'd,Breath odour,3,,,23.0,,,0.0
Gastrointestinal disorders,Gastrointestinal disorGdaesrtsrointestinal disorders cont'd,Chronic gastritis,3,5.0,,,0.0,,
Gastrointestinal disorders,Gastrointestinal disorGdaesrtsrointestinal disorders cont'd,Dysphagia,3,,,261.0,,,1.0
Gastrointestinal disorders,Gastrointestinal disorGdaesrtsrointestinal disorders cont'd,Flatulence,3,,53.0,,,0.0,
Gastrointestinal disorders,Gastrointestinal disorGdaesrtsrointestinal disorders cont'd,Gastric antral vascular ectasia,3,,2.0,,,0.0,
Gastrointestinal disorders,Gastrointestinal disorGdaesrtsrointestinal disorders cont'd,Gastric ulcer,3,,,7.0,,,0.0
Gastrointestinal disorders,Gastrointestinal disorGdaesrtsrointestinal disorders cont'd,Gastritis,3,123.0,,,0.0,,
Gastrointestinal disorders,Gastrointestinal disorGdaesrtsrointestinal disorders cont'd,Gastrointestinal wall thickening,3,,,1.0,,,0.0
Gastrointestinal disorders,Gastrointestinal disorGdaesrtsrointestinal disorders cont'd,Intestinal haemorrhage,3,,,1.0,,,0.0
Gastrointestinal disorders,Gastrointestinal disorGdaesrtsrointestinal disorders cont'd,Lip blister,3,,,36.0,,,0.0
Gastrointestinal disorders,Gastrointestinal disorGdaesrtsrointestinal disorders cont'd,Lip disorder,3,,,7.0,,,0.0
Gastrointestinal disorders,Gastrointestinal disorGdaesrtsrointestinal disorders cont'd,Loose tooth,3,3.0,,,0.0,,
Gastrointestinal disorders,Gastrointestinal disorGdaesrtsrointestinal disorders cont'd,Malpositioned teeth,3,3.0,,,0.0,,
